Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
23,Croatia,70,73,FC St. Gallen 1879,121758243,202331,Left,4,3.0,3,Normal,Back,198,99
28,Switzerland,69,79,FC Lorient,133592104,295494,Right,3,3.0,3,Stocky,Back,189,93
23,United States,59,78,Inter Miami CF,78813526,265209,Right,4,2.0,4,Lean,Back,193,81
32,Germany,76,77,TSG Hoffenheim,124632331,312610,Right,3,1.0,5,Normal,Back,187,82
18,Republic of Ireland,67,69,Cork City,75732960,227900,Right,2,4.0,3,Lean,Back,186,73
19,Australia,60,78,Central Coast Mariners,95985821,266243,Right,3,3.0,3,Lean,Back,191,78
37,Slovenia,73,78,Inter,127679746,316542,Right,3,3.0,3,Stocky,Back,193,92
23,India,72,85,Chennaiyin FC,99657810,287847,Right,4,4.0,4,Normal,Back,181,76
26,Russia,64,67,FK Bodø/Glimt,82291283,238054,Right,3,2.0,3,Lean,Back,185,68
26,Brazil,72,82,Flamengo,162016595,306334,Right,4,3.0,3,Normal,Back,182,74
23,China PR,68,67,Qingdao FC,101052868,255638,Left,3,2.0,4,Lean,Middle,175,71
31,Morocco,64,74,Sevilla FC,107938422,269634,Left,3,2.0,4,Lean,Back,192,78
23,France,60,58,FC Nantes,37882080,119520,Right,2,3.0,3,Lean,Back,196,90
33,Curacao,72,73,Columbus Crew,87263386,178944,Right,3,3.0,3,Lean,Back,188,81
28,Greece,77,79,SL Benfica,123105340,303927,Right,4,3.0,4,Lean,Back,190,81
44,Italy,69,77,Parma,140481094,396028,Right,4,2.0,3,Normal,Back,192,92
26,Uruguay,65,58,Club Sportivo Luqueño,44387815,159689,Left,2,3.0,3,Normal,Back,187,75
24,India,76,71,NorthEast United FC,108997597,195757,Right,3,2.0,3,Normal,Back,186,85
38,England,61,66,Watford,103955658,272252,Left,4,3.0,3,Normal,Back,193,90
24,Switzerland,73,72,Borussia Dortmund,92169059,192431,Right,3,3.0,3,Normal,Back,195,88
26,Brazil,67,79,Club Cerro Porteño,88296673,223097,Left,3,2.0,4,Normal,Back,188,97
29,Brazil,71,75,SC Braga,102698227,267944,Right,3,3.0,4,Normal,Back,190,84
19,Indonesia,66,63,Gillingham,66644874,133085,Left,2,3.0,2,Lean,Back,194,86
28,Canada,58,64,AFC Richmond,109718232,309844,Right,3,2.0,3,Normal,Back,188,86
31,China PR,66,66,Shanghai Port FC,98801519,303261,Right,2,1.0,5,Normal,Back,191,83
24,Northern Ireland,73,78,Cheltenham Town,120921527,297982,Right,3,3.0,3,Lean,Back,185,72
28,Uruguay,76,69,Club Deportivo Palestino,98464259,270615,Right,4,3.0,3,Normal,Back,178,74
21,Brazil,67,71,Unión La Calera,72343619,159254,Right,3,3.0,4,Lean,Back,187,81
27,Italy,77,81,Fiorentina,152968650,322263,Right,4,2.0,4,Normal,Back,194,94
24,Netherlands,66,62,Feyenoord,69353211,161632,Right,2,2.0,4,Normal,Back,188,76
30,Argentina,67,67,Rosario Central,96243804,205820,Right,3,2.0,2,Normal,Back,185,86
31,Italy,62,71,Udinese Calcio,79264089,212284,Right,3,3.0,2,Normal,Back,191,80
29,Belgium,63,68,Blackburn Rovers,83792363,209473,Right,2,3.0,3,Lean,Back,188,70
28,Wales,68,82,Barrow,129795055,351471,Right,3,2.0,4,Lean,Back,193,71
33,Spain,82,80,Al Raed,116715790,194503,Right,2,3.0,3,Stocky,Back,187,89
21,Uruguay,69,75,Club Atlético Rentistas,97724060,237653,Right,3,2.0,4,Normal,Back,190,83
34,Argentina,73,70,RC Celta de Vigo,70138441,140213,Right,3,3.0,4,Normal,Back,191,86
34,Switzerland,63,81,FC Basel 1893,141062596,284721,Right,4,3.0,3,Normal,Back,194,91
30,Senegal,60,65,Chelsea,55197990,190214,Right,2,2.0,2,Lean,Back,197,86
29,Netherlands,70,79,Sport-Club Freiburg,128192724,283394,Right,3,4.0,3,Normal,Back,195,87
27,Austria,72,76,Watford,110680870,213071,Right,4,3.0,4,Normal,Back,191,81
21,Ecuador,67,70,Delfín Sporting Club,101919508,257572,Right,3,2.0,3,Lean,Forward,169,65
28,Argentina,65,69,Atalanta,100814118,332596,Right,3,3.0,3,Normal,Back,191,93
40,United States,70,71,Colorado Rapids,125012384,272767,Right,3,3.0,3,Normal,Back,191,88
28,Congo,64,71,Racing Club de Lens,119828476,339721,Left,2,3.0,3,Normal,Back,186,79
22,France,69,69,Leeds United,64220723,177703,Left,3,3.0,4,Lean,Back,196,74
17,United States,72,73,Atlanta United,93545819,315064,Right,3,2.0,3,Lean,Back,190,77
27,Portugal,71,75,Vitória de Guimarães,111117302,240129,Right,3,2.0,3,Normal,Back,191,88
26,Ecuador,57,64,Mushuc Runa,74880100,234252,Right,3,2.0,3,Normal,Back,185,80
28,Uruguay,67,62,Gallos Blancos de Querétaro,114438444,267628,Right,3,1.0,1,Normal,Back,188,90
19,Chile,82,86,Club de Deportes Cobresal,143388048,317872,Right,3,2.0,4,Lean,Back,179,75
25,Germany,72,71,AS Monaco,135504669,252180,Right,3,5.0,2,Normal,Back,193,88
29,Uruguay,61,80,Club Nacional de Football,121721017,251961,Right,3,3.0,3,Normal,Back,190,85
34,Northern Ireland,77,75,St. Mirren,104528407,218287,Right,3,3.0,4,Stocky,Back,182,80
32,Ecuador,67,70,Club Social y Deportivo Macará,101496578,247663,Right,3,2.0,3,Stocky,Back,183,77
25,Italy,76,69,Napoli,108243332,184829,Left,2,3.0,3,Lean,Back,190,83
29,England,69,72,LA Galaxy,109388538,324989,Right,3,2.0,3,Lean,Back,193,84
30,Australia,68,77,Western Sydney Wanderers,91923642,246269,Right,3,2.0,4,Normal,Back,191,91
27,Germany,56,70,1. FSV Mainz 05,132157305,376905,Right,3,3.0,4,Stocky,Back,194,96
40,Spain,71,77,Rayo Vallecano,75565331,181312,Right,3,3.0,3,Lean,Back,196,89
31,Jamaica,74,88,Philadelphia Union,127334557,203481,Right,4,2.0,2,Normal,Back,188,79
27,Brazil,71,68,Club Athletico Paranaense,110616815,297377,Right,2,3.0,2,Normal,Back,189,89
26,Italy,77,77,Hellas Verona,135155975,252254,Right,4,3.0,3,Normal,Back,191,82
21,China PR,79,73,Chongqing Liangjiang Athletic,96079647,205054,Right,3,2.0,3,Lean,Back,183,72
27,Republic of Ireland,67,65,Bray Wanderers,90762014,264372,Right,3,2.0,3,Normal,Back,186,78
33,Colombia,66,78,Al Nassr,126895262,239059,Right,3,3.0,4,Normal,Back,183,80
28,Greece,68,86,DSC Arminia Bielefeld,84105844,191510,Right,2,2.0,4,Normal,Back,196,88
26,Argentina,62,65,Club Atlético Aldosivi,73178388,208067,Right,3,2.0,2,Normal,Back,188,83
34,Poland,59,70,Millwall,93148523,263521,Right,2,3.0,2,Normal,Back,194,86
25,Slovakia,61,58,Fulham,57645205,177072,Right,2,3.0,3,Normal,Back,194,81
37,Paraguay,75,72,Puebla FC,128311330,242527,Right,3,3.0,3,Normal,Back,190,92
35,Italy,87,69,U.S. Sassuolo Calcio,124840644,300387,Right,3,3.0,3,Lean,Back,189,82
22,Republic of Ireland,65,71,UCD AFC,113112791,218576,Right,3,2.0,3,Normal,Back,180,80
32,Finland,68,62,Bayer 04 Leverkusen,94237179,289786,Right,3,3.0,3,Normal,Back,192,83
21,Denmark,82,81,Brøndby IF,127386933,223697,Right,3,2.0,3,Normal,Back,185,81
29,Netherlands,68,70,AZ Alkmaar,94021030,224503,Left,4,3.0,2,Stocky,Back,193,92
38,England,79,74,Gillingham,125673704,359939,Right,3,3.0,3,Normal,Back,183,70
30,Brazil,65,73,Internacional,85236046,174054,Right,2,3.0,3,Normal,Back,186,80
24,Belgium,67,76,Standard de Liège,115681420,287329,Right,4,2.0,4,Normal,Back,186,81
29,Germany,68,80,FSV Zwickau,141644018,359916,Right,3,5.0,4,Stocky,Back,188,87
41,Spain,64,73,Cádiz CF,121430995,330265,Right,4,3.0,4,Lean,Back,189,80
21,England,69,76,Accrington Stanley,125535728,257503,Right,3,3.0,4,Lean,Back,194,84
25,England,70,70,Barnsley,102530406,238820,Right,4,2.0,3,Normal,Back,184,69
33,Netherlands,75,78,Go Ahead Eagles,111147112,276887,Right,4,3.0,4,Normal,Back,193,88
25,Italy,61,80,U.C. Sampdoria,87573080,234070,Right,3,2.0,3,Normal,Back,192,83
32,Japan,69,84,Shimizu S-Pulse,143063077,315822,Right,3,2.0,4,Normal,Back,187,83
29,Wales,70,76,Leicester City,113349686,221593,Right,3,3.0,3,Normal,Back,191,88
29,Austria,70,66,AEK Athens,129503799,319236,Right,4,4.0,4,Normal,Back,186,80
36,Italy,76,80,Fatih Karagümrük S.K.,114925263,281771,Left,2,2.0,3,Normal,Back,195,90
27,Brazil,67,64,LOSC Lille,151715314,345977,Right,3,2.0,3,Normal,Back,188,82
30,Italy,73,67,Panathinaikos FC,103396584,221369,Left,3,3.0,3,Lean,Back,187,74
23,Portugal,73,79,Lazio,138331774,260819,Right,3,2.0,4,Lean,Back,190,82
25,Norway,67,66,Strømsgodset IF,97744069,236610,Right,2,3.0,2,Normal,Back,194,94
26,Argentina,68,69,Racing Club,97160620,231318,Right,3,2.0,2,Stocky,Back,190,99
29,Republic of Ireland,65,67,Longford Town,92205852,228646,Right,3,2.0,3,Normal,Back,190,86
24,Spain,70,78,AD Alcorcón,119201445,261290,Right,4,3.0,4,Normal,Back,185,77
39,Italy,69,74,Chievo Verona,109013813,250973,Right,4,3.0,3,Normal,Back,186,85
25,Ghana,70,71,FC St. Gallen 1879,138899271,308583,Right,4,3.0,4,Normal,Back,188,87
25,Mexico,62,69,Santos Laguna,117372383,324699,Right,3,3.0,4,Lean,Back,184,74
28,Netherlands,64,74,SC Heerenveen,96198641,170999,Left,3,3.0,3,Lean,Back,203,94
35,Brazil,80,76,Al Ittihad,158421034,334463,Right,2,2.0,3,Normal,Back,188,81
28,New Zealand,68,81,Grimsby Town,135368399,275585,Right,3,2.0,3,Normal,Back,194,88
24,Germany,75,82,VfB Stuttgart,127862477,209194,Left,4,4.0,5,Normal,Back,190,88
26,Turkey,72,76,Çaykur Rizespor,128346633,294005,Right,4,2.0,4,Normal,Back,188,80
31,Japan,70,78,Tokushima Vortis,104459267,212359,Right,3,3.0,4,Normal,Back,182,76
23,Kosovo,57,73,Burnley,60926772,182228,Right,2,2.0,2,Normal,Back,197,81
24,Spain,70,84,CD Tenerife,139129524,392661,Left,3,2.0,5,Lean,Back,185,78
29,Portugal,75,74,Hamburger SV,132672350,276501,Right,3,4.0,4,Normal,Back,188,81
17,China PR,76,76,Guangzhou FC,125037105,233622,Right,3,3.0,2,Normal,Back,180,72
25,Netherlands,67,66,Fortuna Sittard,106399462,300730,Right,2,3.0,3,Normal,Back,183,73
34,France,63,69,AJ Auxerre,157985561,430401,Right,3,3.0,3,Normal,Back,187,82
30,Uruguay,71,81,Club Atlético Peñarol,104872812,171139,Right,4,2.0,3,Normal,Back,179,81
26,Portugal,72,73,Grasshopper Club Zürich,100926373,274454,Right,4,2.0,4,Normal,Back,194,96
27,Korea Republic,78,81,Pohang Steelers,118361751,257469,Right,4,3.0,5,Normal,Back,185,78
31,France,66,80,RCD Espanyol de Barcelona,119938065,273435,Left,2,3.0,3,Normal,Back,186,78
24,Venezuela,64,69,Caracas Fútbol Club,89401843,242472,Left,3,3.0,3,Normal,Back,178,70
25,England,64,79,Preston North End,108834864,169435,Right,4,2.0,3,Lean,Back,188,83
24,England,77,74,Blackpool,128803304,238968,Right,3,2.0,3,Lean,Back,185,77
30,Korea Republic,69,67,Ulsan Hyundai FC,124834597,295208,Right,4,3.0,3,Lean,Back,189,75
22,England,66,76,Milton Keynes Dons,93558706,193119,Right,2,2.0,4,Lean,Back,186,79
25,Republic of Ireland,67,74,Bohemian FC,103950043,254119,Left,3,2.0,3,Normal,Back,180,80
27,Republic of Ireland,69,75,Finn Harps,114710095,228897,Right,4,3.0,4,Lean,Back,188,82
29,England,69,71,Huddersfield Town,88712832,194490,Right,3,3.0,3,Normal,Back,191,85
25,Ghana,65,59,Charlton Athletic,95972605,323833,Right,3,2.0,2,Lean,Back,190,80
25,France,68,75,Angers SCO,86280811,174011,Left,3,2.0,2,Lean,Back,190,78
42,Argentina,53,61,San Lorenzo de Almagro,73278320,243630,Right,3,2.0,2,Normal,Back,183,84
36,England,74,81,Sheffield Wednesday,111045058,159229,Right,3,3.0,4,Stocky,Back,191,84
34,Poland,69,67,FC Augsburg,64795426,183976,Right,2,2.0,3,Normal,Back,190,81
24,Turkey,61,67,Fenerbahçe SK,100511308,273782,Right,2,2.0,3,Lean,Back,198,73
26,Bolivia,72,72,Club Always Ready,99532363,285021,Right,3,2.0,3,Normal,Back,180,75
27,England,72,78,Reading,127464887,263799,Right,4,3.0,4,Lean,Back,190,73
26,Scotland,64,77,Motherwell,148661054,335808,Right,4,3.0,4,Normal,Back,184,85
20,Republic of Ireland,69,70,Southampton,110399067,246444,Right,3,2.0,5,Lean,Back,189,78
24,Bolivia,66,75,Club Always Ready,123165323,276801,Right,4,2.0,2,Normal,Back,184,88
34,Venezuela,65,76,Metropolitanos de Caracas FC,109271082,271890,Right,3,2.0,3,Normal,Back,184,80
29,Finland,63,65,Venezia FC,72505518,170711,Right,3,3.0,3,Normal,Back,197,89
31,United States,78,70,Austin FC,127497445,234668,Right,4,1.0,3,Lean,Back,191,81
30,Germany,60,63,FC Schalke 04,66940504,222026,Right,2,3.0,3,Normal,Back,190,84
28,Chile,76,69,Leyton Orient,118975889,276006,Left,3,2.0,4,Lean,Back,194,77
35,Germany,66,88,1. FC Kaiserslautern,108052577,247576,Right,3,3.0,4,Normal,Back,195,85
24,England,64,64,Bradford City,76776242,235314,Right,3,3.0,3,Normal,Back,191,77
25,England,71,66,Swindon Town,88981206,247235,Right,3,2.0,3,Lean,Back,195,81
37,Turkey,71,65,Ümraniyespor,97401523,199870,Right,3,2.0,3,Normal,Back,185,78
40,Northern Ireland,73,74,Shamrock Rovers,151371846,318556,Right,3,3.0,3,Stocky,Back,188,94
28,Germany,65,65,FC Luzern,132381378,316797,Right,4,2.0,3,Normal,Back,192,92
31,Australia,68,74,Dundee United,122752262,225483,Right,3,4.0,3,Normal,Back,189,84
26,Italy,71,77,Perugia,131831645,277037,Right,3,3.0,4,Normal,Back,185,73
22,Portugal,69,64,FC Porto,106198102,234428,Right,4,2.0,3,Normal,Back,188,84
20,England,68,71,Lincoln City,80097047,161979,Left,3,2.0,3,Lean,Back,188,86
24,Scotland,60,64,Tranmere Rovers,59866897,177004,Right,2,3.0,4,Lean,Back,186,75
37,Spain,57,65,HJK Helsinki,79347069,167143,Right,2,3.0,2,Normal,Back,187,89
31,Italy,73,64,Urbs Reggina 1914 ,143654210,387630,Right,4,2.0,3,Lean,Back,188,83
25,Wales,68,65,Walsall,92940987,263017,Right,3,3.0,4,Normal,Back,188,70
27,Senegal,80,75,Queens Park Rangers,126197975,218624,Right,3,3.0,3,Normal,Back,193,90
29,Cameroon,70,79,Abha Club,116699098,284678,Right,3,3.0,3,Normal,Back,187,80
37,Argentina,56,63,Deportivo La Guaira FC,138239436,373206,Right,3,2.0,3,Normal,Back,187,85
29,France,63,66,Toulouse Football Club,126570837,388120,Right,3,2.0,2,Normal,Back,186,85
29,Peru,72,56,Club Alianza Lima,83743987,213007,Right,2,2.0,2,Normal,Back,182,82
32,Croatia,66,81,Hajduk Split,101366067,273923,Left,4,2.0,4,Normal,Back,201,96
23,Denmark,63,62,Hertha BSC,85029285,231496,Right,4,2.0,3,Normal,Back,190,82
29,Bolivia,64,71,Club Atlético Palmaflor,85912688,209704,Left,3,2.0,4,Normal,Back,185,73
24,Switzerland,66,72,FC Red Bull Salzburg,82240007,248476,Right,2,2.0,3,Normal,Back,190,80
35,Peru,57,69,Club Universitario de Deportes,103017042,315729,Right,4,2.0,3,Normal,Back,182,82
32,United Arab Emirates,71,72,Al Ain FC,88164873,164098,Right,3,3.0,2,Normal,Back,179,73
22,Argentina,65,76,Centro Atlético Fénix,76801592,192337,Right,4,2.0,3,Normal,Back,180,74
28,Germany,65,73,FC Viktoria 1889 Berlin,106836788,277148,Right,2,2.0,3,Normal,Back,196,98
32,Germany,63,72,FC St. Pauli,113088312,326839,Right,3,3.0,3,Normal,Back,187,78
32,Belarus,61,77,IFK Värnamo,95028386,258718,Right,3,2.0,4,Lean,Back,194,83
30,Portugal,74,85,FC Dinamo 1948 Bucureşti,141989723,301779,Right,5,2.0,4,Normal,Back,191,80
20,Ukraine,66,86,Shakhtar Donetsk,132882720,290901,Right,4,2.0,2,Lean,Back,198,86
35,England,59,63,Birmingham City,77707664,149209,Right,2,3.0,3,Stocky,Back,193,97
21,Romania,67,67,FC Voluntari,113591288,263188,Right,3,2.0,4,Lean,Back,190,82
28,Romania,60,72,AFC UTA Arad,45657994,128275,Right,3,2.0,3,Normal,Back,180,84
29,Venezuela,76,72,Aragua Fútbol Club,124107284,265456,Left,4,2.0,4,Normal,Back,185,75
22,Denmark,71,69,Viborg FF,148484661,373902,Right,3,3.0,4,Normal,Back,195,81
30,Czech Republic,64,77,Carlisle United,113049053,277868,Right,3,3.0,3,Normal,Back,206,102
26,England,80,79,Ipswich Town,149066448,305682,Left,3,2.0,3,Normal,Back,195,72
22,Colombia,65,71,Atlético Nacional,107304346,220062,Right,4,1.0,3,Lean,Back,190,73
30,Poland,79,71,Warta Poznań,153577139,356258,Right,4,3.0,3,Normal,Back,192,78
21,Georgia,65,67,Valencia CF,134980383,366106,Left,3,3.0,3,Lean,Back,199,88
22,Uruguay,72,72,Montevideo Wanderers,156357123,296366,Right,3,2.0,3,Normal,Back,187,88
32,Australia,66,77,Nagoya Grampus,110730678,240039,Right,4,3.0,3,Lean,Back,193,80
25,Venezuela,76,69,América de Cali,134912619,227491,Right,3,3.0,3,Normal,Back,176,82
25,New Zealand,62,69,AFC Wimbledon,91563016,220561,Right,2,1.0,2,Lean,Back,195,90
25,United States,68,77,San Jose Earthquakes,137944028,352006,Right,3,2.0,4,Normal,Back,188,82
24,England,70,73,Swansea City,93829673,243263,Right,2,3.0,3,Normal,Back,183,73
22,England,65,73,Port Vale,97434838,230314,Right,3,3.0,2,Stocky,Back,186,75
37,France,71,64,Stade Lavallois Mayenne FC,103213394,274647,Right,2,3.0,3,Normal,Back,182,74
33,Ecuador,68,76,C.D. Universidad Católica del Ecuador,120924896,206314,Right,4,2.0,3,Normal,Back,188,90
27,Austria,67,79,RZ Pellets Wolfsberger AC,148246154,320871,Right,3,3.0,3,Normal,Back,194,94
26,Croatia,72,67,Aalborg BK,78987605,221978,Right,4,3.0,2,Normal,Back,190,85
20,Belgium,75,73,KRC Genk,117726387,167084,Right,3,3.0,3,Lean,Back,192,80
25,Italy,68,77,Empoli,106388017,283367,Right,2,1.0,3,Lean,Back,188,76
31,Mexico,59,78,Club Deportivo Guadalajara,89054880,228534,Left,3,2.0,4,Stocky,Back,182,81
22,England,76,67,Plymouth Argyle,100859733,312036,Right,3,3.0,3,Normal,Back,185,75
28,Japan,74,74,Avispa Fukuoka,133378525,285647,Right,4,2.0,4,Normal,Back,185,85
24,Bosnia and Herzegovina,73,73,Raków Częstochowa,95258049,181050,Right,2,1.0,2,Lean,Back,192,81
20,England,60,71,Portsmouth,79594562,230507,Right,4,3.0,3,Normal,Back,198,87
22,Netherlands,67,73,FC Utrecht,94458994,302059,Right,3,3.0,5,Normal,Back,193,83
25,Uruguay,64,68,LDU Quito,105653375,274158,Right,2,3.0,3,Normal,Back,190,86
26,Bosnia and Herzegovina,69,73,Göztepe SK,113852933,239143,Right,3,2.0,3,Lean,Back,192,89
24,Serbia,67,74,KV Kortrijk,99037608,228240,Right,4,2.0,3,Normal,Back,191,81
31,England,67,72,Bristol Rovers,119328230,375215,Right,3,2.0,3,Normal,Back,191,80
18,United States,77,70,Chicago Fire Football Club,139688287,294767,Right,3,2.0,4,Normal,Back,193,89
18,Bolivia,66,72,Club Deportivo Jorge Wilstermann,92196659,204698,Left,2,2.0,3,Lean,Back,181,73
28,France,76,83,Le Havre AC,156855134,270113,Right,3,2.0,3,Lean,Back,196,87
30,Czech Republic,58,69,SK Slavia Praha,105214271,340649,Left,4,3.0,4,Lean,Back,188,85
31,England,70,68,Luton Town,96886167,186894,Right,3,3.0,3,Normal,Back,191,89
22,Serbia,65,65,New England Revolution,57021471,169081,Right,2,2.0,3,Lean,Back,194,88
24,France,67,69,Rodez Aveyron Football,114409035,335326,Right,3,3.0,3,Normal,Back,192,83
22,Venezuela,72,73,Deportivo Táchira FC,136674059,240932,Left,2,2.0,3,Normal,Back,187,74
24,Netherlands,66,70,FC Dallas,113260614,293058,Right,4,3.0,3,Normal,Back,191,82
28,Ukraine,67,74,Dynamo Kyiv,121489472,309721,Right,3,3.0,2,Normal,Back,196,84
23,Portugal,74,73,Estoril Praia,111791550,253078,Right,3,3.0,4,Normal,Back,189,82
22,Croatia,69,79,PAOK,143077151,311084,Right,3,2.0,4,Normal,Back,189,75
32,Uruguay,78,68,Cerro Largo Fútbol Club,62932571,178192,Right,2,2.0,3,Normal,Back,184,78
29,England,74,73,Morecambe,124876479,247022,Right,3,3.0,3,Stocky,Back,191,96
35,Argentina,77,71,Arsenal de Sarandí,131371786,290246,Right,3,3.0,3,Normal,Back,181,79
21,Ecuador,63,72,Independiente del Valle,108046801,246496,Right,3,2.0,3,Normal,Back,183,73
24,Turkey,65,67,MKE Ankaragücü,78034592,199890,Right,3,2.0,4,Lean,Back,202,87
22,Uruguay,69,68,Montevideo City Torque,80540727,253075,Right,2,2.0,3,Lean,Back,189,72
32,Ecuador,66,79,9 de Octubre,113262915,213447,Right,3,2.0,4,Normal,Back,187,85
21,England,78,71,AS Saint-Étienne,105938300,179422,Right,3,3.0,3,Lean,Back,192,78
20,Italy,67,69,Frosinone,105706219,266267,Right,3,2.0,3,Normal,Back,188,85
24,Korea Republic,73,78,Jeonbuk Hyundai Motors,87294580,158307,Right,2,2.0,3,Normal,Back,194,88
27,Slovakia,69,62,AC Sparta Praha,122844668,272238,Right,3,3.0,3,Lean,Back,191,89
23,Czech Republic,65,69,FC Hradec Králové,86393596,239864,Right,3,2.0,3,Lean,Back,191,83
25,Uruguay,72,68,FC Arouca,86846807,146902,Right,3,2.0,4,Normal,Back,183,79
22,Bolivia,72,74,Club Deportivo Guabirá,73424565,132119,Left,2,1.0,2,Normal,Back,182,78
20,United States,52,69,Club Atlético Grau,81185336,232200,Right,3,2.0,3,Normal,Back,179,71
22,Bolivia,71,74,Club Atlético Nacional Potosí,110611119,304468,Right,2,2.0,4,Normal,Back,187,80
22,England,74,77,St. Patrick's Athletic,97487337,89647,Right,3,2.0,3,Normal,Back,183,78
24,Canada,62,72,Club de Foot Montréal,111942289,279746,Right,3,2.0,3,Normal,Back,193,87
20,Poland,67,68,Radomiak Radom,91535939,237666,Right,3,2.0,3,Normal,Back,190,84
20,Sweden,66,75,Villarreal Club de Fútbol B,104326598,255659,Right,4,2.0,3,Normal,Back,189,77
34,Montenegro,66,65,Al Adalah,81356324,233775,Right,3,4.0,3,Normal,Back,190,94
22,Argentina,66,65,Club Atlético Sarmiento,97216975,283464,Right,4,3.0,3,Normal,Back,185,78
21,Turkey,61,71,Beşiktaş JK,100449942,286781,Right,3,1.0,2,Stocky,Back,195,88
21,Czech Republic,71,75,Burton Albion,83076816,158992,Right,2,4.0,4,Lean,Back,192,83
29,Argentina,72,70,Club Social y Deportivo Macará,117498640,215943,Right,4,2.0,4,Stocky,Back,184,83
19,Romania,72,75,FC U Craiova 1948,111487442,256212,Right,2,2.0,3,Normal,Back,190,83
36,Peru,70,80,Cusco Fútbol Club,111342464,265865,Right,2,2.0,3,Normal,Back,189,89
21,Brazil,65,79,Futebol Clube de Famalicão,123878702,277221,Right,3,3.0,3,Normal,Back,194,88
21,Poland,77,86,PGE FKS Stal Mielec,114193138,256717,Right,3,2.0,4,Normal,Back,190,88
25,Germany,61,60,TSV 1860 München,89260519,226547,Right,3,3.0,4,Normal,Back,189,89
28,Venezuela,75,75,Hermanos Colmenarez,129714840,292080,Right,4,3.0,3,Normal,Back,175,75
24,Slovakia,68,79,Widzew Łódź,109485310,243133,Right,4,2.0,3,Normal,Back,192,87
22,England,70,74,Sunderland,147015886,350402,Right,2,2.0,4,Normal,Back,189,87
30,Japan,63,64,Sint-Truidense VV,99041792,360966,Right,3,4.0,3,Normal,Back,196,90
27,Uruguay,75,73,La Equidad,117409155,258054,Left,4,3.0,3,Lean,Back,181,71
33,Paraguay,70,77,Club Deportivo Oriente Petrolero,109874481,281361,Right,3,3.0,3,Normal,Back,187,86
27,Bulgaria,70,69,Al Tai,89621054,234382,Right,2,3.0,2,Normal,Back,188,83
24,Germany,73,83,TSV Havelse,137292850,271090,Right,2,2.0,4,Lean,Back,184,75
